Student ID,student_name,gender,grade,school_name,reading_score,math_score
17497,Benjamin Wilson,M,10th,Cabrera High School,69,82
17498,Dwayne Williams,M,10th,Cabrera High School,69,82
17499,Deborah Harrison,F,11th,Cabrera High School,69,82
17500,Lisa Mcdowell,F,11th,Cabrera High School,69,82
17501,Shannon Bryant,F,10th,Cabrera High School,69,82
17502,Danielle Gomez,F,9th,Cabrera High School,68,82
17503,Sharon Davis,F,11th,Cabrera High School,68,82
17504,Mary Thomas,F,9th,Cabrera High School,68,82
17505,Sarah Weaver,F,10th,Cabrera High School,68,82
17506,Heather Keith,F,10th,Cabrera High School,68,82
17507,Joshua Holmes,M,9th,Cabrera High School,68,82
17508,Mr. Joshua Lucas,M,10th,Cabrera High School,68,82
17509,Nicole Fernandez,F,9th,Cabrera High School,68,82
17510,Ricardo Smith,M,9th,Cabrera High School,68,82
17511,Courtney Rojas,F,10th,Cabrera High School,68,82
17512,Ruth Castillo,F,10th,Cabrera High School,68,82
17513,Matthew Morales,M,9th,Cabrera High School,68,82
17514,Melinda Weber,F,9th,Cabrera High School,68,82
17515,Melanie Joseph,F,12th,Cabrera High School,68,82
17516,Jeffrey Lloyd,M,11th,Cabrera High School,68,82
17517,Raven Malone,F,9th,Cabrera High School,68,82
17518,Stephen Chambers,M,9th,Cabrera High School,68,82
17519,Jamie Wilson,F,10th,Cabrera High School,67,82
17520,Allison Pratt,F,9th,Cabrera High School,67,82
17521,Amanda Bell,F,9th,Cabrera High School,67,82
17522,Sue Mccarthy,F,10th,Cabrera High School,67,82
17523,Bryan Pineda,M,12th,Cabrera High School,67,82
17524,Heather Henry,F,9th,Cabrera High School,67,82
17525,Robert Harper,M,10th,Cabrera High School,67,82
17526,Michael Walsh DDS,M,12th,Cabrera High School,67,82
17527,Pamela Smith,F,11th,Cabrera High School,67,82
17528,Jake Logan,M,11th,Cabrera High School,67,82
17529,Deborah Wallace,F,10th,Cabrera High School,66,82
17530,Jason Hill,M,11th,Cabrera High School,66,82
17531,Sharon Kramer,F,11th,Cabrera High School,66,82
17532,Daniel Ashley,M,10th,Cabrera High School,66,82
17533,Wesley Terry,M,9th,Cabrera High School,66,82
17534,Jermaine Gray,M,9th,Cabrera High School,66,82
17535,Michael Valenzuela,M,9th,Cabrera High School,66,82
17536,Tiffany Oconnor,F,10th,Cabrera High School,66,82
17537,Crystal Pugh,F,12th,Cabrera High School,66,82
17538,Michelle Webster,F,12th,Cabrera High School,66,82
17539,Valerie Hawkins,F,11th,Cabrera High School,66,82
17540,Mrs. Lauren Campbell,F,10th,Cabrera High School,66,82
17541,Alexis Williams,F,9th,Cabrera High School,66,82
17542,Angela Lindsey,F,12th,Cabrera High School,66,82
17543,Brittany Patterson,F,11th,Cabrera High School,65,82
17544,Thomas Aguilar,M,9th,Cabrera High School,65,82
17545,Jennifer Ramsey,F,9th,Cabrera High School,65,82
17546,Stanley Hernandez,M,9th,Cabrera High School,65,82
17547,Lisa Vasquez,F,11th,Cabrera High School,65,82
17548,Lisa Gould,F,9th,Cabrera High School,65,82
17549,Krystal Lane,F,12th,Cabrera High School,65,82
17550,David Smith,M,12th,Cabrera High School,65,82
17551,Jeffrey Richardson,M,10th,Cabrera High School,65,82
17552,Christopher Miller,M,9th,Cabrera High School,65,82
17553,Darius Parker,M,10th,Cabrera High School,65,82
17554,Elizabeth Clark,F,10th,Cabrera High School,65,82
17555,Cheyenne Peterson,F,11th,Cabrera High School,65,82
17556,Edward Martinez,M,10th,Cabrera High School,65,82
17557,Briana Fitzgerald,F,9th,Cabrera High School,65,82
17558,Melissa Aguilar,F,9th,Cabrera High School,64,82
17559,Kathleen Gross,F,12th,Cabrera High School,64,82
17560,Amy Soto,F,9th,Cabrera High School,64,82
17561,Suzanne Mclean,F,9th,Cabrera High School,64,82
17562,Dalton Decker,M,10th,Cabrera High School,64,82
17563,Marc Chen,M,9th,Cabrera High School,64,82
17564,Stephanie Smith,F,10th,Cabrera High School,64,82
17565,Stephanie Cox,F,12th,Cabrera High School,64,82
17566,Christine Johnson,F,9th,Cabrera High School,64,82
17567,David Perry,M,10th,Cabrera High School,64,82
17568,Michelle Figueroa,F,10th,Cabrera High School,64,82
17569,Reginald Roberts,M,10th,Cabrera High School,64,82
17570,Betty Gaines,F,12th,Cabrera High School,64,82
17571,Sean Cole,M,11th,Cabrera High School,64,82
17572,Gina Porter,F,11th,Cabrera High School,64,82
17573,Rebecca Hayden,F,9th,Cabrera High School,64,82
17574,Kelli Smith,F,10th,Cabrera High School,64,82
17575,Cathy Young,F,10th,Cabrera High School,64,82
17576,Karen Anderson,F,9th,Cabrera High School,64,82
17577,Kelly Snow,M,11th,Cabrera High School,64,82
17578,Michelle Taylor,F,10th,Cabrera High School,64,82
17579,Carl Ortiz,M,12th,Cabrera High School,64,82
17580,Benjamin Campbell,M,9th,Cabrera High School,63,82
17581,Ethan Mccarthy,M,9th,Cabrera High School,63,82
17582,Terry Lewis,M,11th,Cabrera High School,63,82
17583,Daniel Davidson,M,11th,Cabrera High School,63,82
17584,James Spencer,M,10th,Cabrera High School,63,82
17585,Timothy Smith,M,11th,Cabrera High School,63,82
17586,Laurie Myers,F,11th,Cabrera High School,63,82
17587,Brian Cooper,M,12th,Cabrera High School,63,82
17588,Adam Haney,M,10th,Cabrera High School,99,81
17589,David Hammond,M,12th,Cabrera High School,99,81
17590,Susan Cook,F,9th,Cabrera High School,99,81
17591,Taylor Daniels,F,9th,Cabrera High School,99,81
17592,Heather Meadows,F,9th,Cabrera High School,99,81
17593,Samantha Ashley,F,9th,Cabrera High School,99,81
17594,Alison Johnson,F,11th,Cabrera High School,99,81
17595,Diane Fuentes,F,11th,Cabrera High School,99,81
17596,Justin Lawrence,M,9th,Cabrera High School,99,81
17597,Rachel Reyes,F,9th,Cabrera High School,99,81
17598,Christine Powell,F,12th,Cabrera High School,99,81
17599,Jeffrey Garza,M,10th,Cabrera High School,99,81
17600,Timothy Garrison,M,10th,Cabrera High School,99,81
17601,Danielle Campbell,F,9th,Cabrera High School,99,81
17602,Richard Snyder,M,11th,Cabrera High School,99,81
17603,Philip Ortiz,M,10th,Cabrera High School,99,81
17604,Stephen Freeman,M,10th,Cabrera High School,99,81
17605,Sharon Hernandez,F,10th,Cabrera High School,99,81
17606,Brandon Patterson,M,11th,Cabrera High School,99,81
17607,Patrick Perry,M,12th,Cabrera High School,99,81
17608,Marissa Smith,F,10th,Cabrera High School,99,81
17609,Linda Gordon,F,9th,Cabrera High School,99,81
17610,Aaron Bonilla,M,9th,Cabrera High School,99,81
17611,Jason Robinson,M,11th,Cabrera High School,99,81
17612,Jessica Palmer,F,11th,Cabrera High School,99,81
17613,Jason Johnston,M,10th,Cabrera High School,98,81
17614,Samuel Lin,M,9th,Cabrera High School,98,81
17615,Beverly Hardin,F,9th,Cabrera High School,98,81
17616,Mark Rivas,M,12th,Cabrera High School,98,81
17617,Ricky Massey,M,11th,Cabrera High School,98,81
17618,William West,M,11th,Cabrera High School,98,81
17619,Elizabeth Noble,F,9th,Cabrera High School,98,81
17620,Thomas Carpenter,M,9th,Cabrera High School,98,81
17621,David Heath,M,10th,Cabrera High School,98,81
17622,Regina Thompson,F,11th,Cabrera High School,98,81
17623,Sean Newman,M,9th,Cabrera High School,98,81
17624,Samuel Lopez,M,10th,Cabrera High School,98,81
17625,Tiffany Diaz,F,11th,Cabrera High School,98,81
17626,Christopher Jacobs,M,9th,Cabrera High School,98,81
17627,Gerald Stone,M,11th,Cabrera High School,98,81
17628,Eric Lucas,M,9th,Cabrera High School,98,81
17629,David Reese,M,9th,Cabrera High School,98,81
17630,Stephen Taylor,M,10th,Cabrera High School,98,81
17631,Matthew Singh,M,9th,Cabrera High School,98,81
17632,Cheyenne Burns,F,10th,Cabrera High School,98,81
17633,Robert Ponce,M,11th,Cabrera High School,98,81
17634,Stephen Lewis,M,12th,Cabrera High School,98,81
17635,Eric Santos,M,11th,Cabrera High School,97,81
17636,Aaron Christensen,M,12th,Cabrera High School,97,81
17637,David Whitaker,M,11th,Cabrera High School,97,81
17638,Stephen Tucker,M,11th,Cabrera High School,97,81
17639,Kristen Fletcher,F,12th,Cabrera High School,97,81
17640,Ryan White,M,10th,Cabrera High School,97,81
17641,Lisa Lyons,F,9th,Cabrera High School,97,81
17642,Russell Hartman,M,9th,Cabrera High School,97,81
17643,Matthew Davis,M,10th,Cabrera High School,97,81
17644,Justin Spencer,M,10th,Cabrera High School,97,81
17645,Terri Smith,F,11th,Cabrera High School,97,81
17646,Johnny Watson,M,11th,Cabrera High School,97,81
17647,Anthony Paul,M,11th,Cabrera High School,97,81
17648,Tracy Melton,F,9th,Cabrera High School,97,81
17649,Morgan Vaughan,F,12th,Cabrera High School,97,81
17650,Shirley Richard,F,10th,Cabrera High School,97,81
17651,Mark Evans,M,12th,Cabrera High School,97,81
17652,Justin Santiago,M,11th,Cabrera High School,97,81
17653,Karen Johnson,F,12th,Cabrera High School,97,81
17654,Beverly Bautista,F,11th,Cabrera High School,97,81
17655,Shane Sanchez,M,12th,Cabrera High School,97,81
17656,Charles Brown,M,12th,Cabrera High School,97,81
17657,Michael Smith,M,11th,Cabrera High School,97,81
17658,Carlos Kim,M,9th,Cabrera High School,97,81
17659,Michael Taylor,M,10th,Cabrera High School,97,81
17660,Randy Woods,M,12th,Cabrera High School,97,81
17661,Brandon Roberts,M,11th,Cabrera High School,97,81
17662,Brenda Golden,F,12th,Cabrera High School,96,81
17663,David Wright,M,9th,Cabrera High School,96,81
17664,Matthew Gardner,M,9th,Cabrera High School,96,81
17665,Jocelyn Howe,F,12th,Cabrera High School,96,81
17666,Christopher Pace,M,9th,Cabrera High School,96,81
17667,Kenneth Thomas,M,12th,Cabrera High School,96,81
17668,Julia Turner,F,12th,Cabrera High School,96,81
17669,Troy Camacho MD,M,9th,Cabrera High School,96,81
17670,Aaron Smith,M,10th,Cabrera High School,96,81
17671,Michele Harris,F,9th,Cabrera High School,96,81
17672,Heather Mejia,F,11th,Cabrera High School,96,81
17673,Krista Costa,F,9th,Cabrera High School,96,81
17674,Caitlin Ward,F,11th,Cabrera High School,96,81
17675,Scott Leonard,M,9th,Cabrera High School,96,81
17676,Dean Ramirez,M,11th,Cabrera High School,96,81
17677,Kenneth Schultz,M,10th,Cabrera High School,96,81
17678,Timothy Rodriguez,M,12th,Cabrera High School,96,81
17679,Tracy Anderson,F,10th,Cabrera High School,96,81
17680,Frederick Turner,M,9th,Cabrera High School,96,81
17681,Doris Murphy,F,9th,Cabrera High School,96,81
17682,Danielle Hernandez,F,12th,Cabrera High School,96,81
17683,Allison Johnson,F,10th,Cabrera High School,96,81
17684,Riley Evans,M,11th,Cabrera High School,96,81
17685,James Perez,M,12th,Cabrera High School,96,81
17686,Julie Hill,F,12th,Cabrera High School,95,81
17687,Kelly Cabrera,F,11th,Cabrera High School,95,81
17688,Marcus Fox,M,9th,Cabrera High School,95,81
17689,Julie Martin,F,10th,Cabrera High School,95,81
17690,Jennifer Mejia,F,9th,Cabrera High School,95,81
17691,David Wood,M,10th,Cabrera High School,95,81
17692,Reginald Rivers,M,12th,Cabrera High School,95,81
17693,Dorothy Lopez,F,11th,Cabrera High School,95,81
17694,Timothy Johnson,M,10th,Cabrera High School,95,81
17695,Lori Hale,F,10th,Cabrera High School,95,81
17696,Bryan Cook,M,10th,Cabrera High School,95,81
17697,Shannon Castro,F,12th,Cabrera High School,95,81
17698,Connie Davidson,F,12th,Cabrera High School,95,81
17699,Brenda Pena,F,11th,Cabrera High School,95,81
17700,Richard Ellis Jr.,M,12th,Cabrera High School,95,81
17701,Christopher Phelps,M,10th,Cabrera High School,95,81
17702,Amy Walton,F,9th,Cabrera High School,95,81
17703,Dominic Brown,M,9th,Cabrera High School,95,81
17704,Taylor Summers,F,11th,Cabrera High School,95,81
17705,Alyssa Anderson,F,10th,Cabrera High School,95,81
17706,Joanna Hood,F,11th,Cabrera High School,95,81
17707,Katherine Alexander,F,11th,Cabrera High School,95,81
17708,Kevin Rubio,M,9th,Cabrera High School,95,81
17709,Timothy Mills,M,10th,Cabrera High School,95,81
17710,Mr. Brandon Johnson,M,11th,Cabrera High School,95,81
17711,Desiree Frazier,F,9th,Cabrera High School,95,81
17712,David Owens,M,9th,Cabrera High School,95,81
17713,Michelle Mccarthy,F,10th,Cabrera High School,95,81
17714,John Hodges,M,10th,Cabrera High School,95,81
17715,Michelle Mclaughlin,F,10th,Cabrera High School,95,81
17716,Jonathan Walters,M,11th,Cabrera High School,95,81
17717,Teresa Newman,F,10th,Cabrera High School,95,81
17718,Margaret Hughes,F,12th,Cabrera High School,94,81
17719,James Watkins,M,10th,Cabrera High School,94,81
17720,Robert Welch,M,9th,Cabrera High School,94,81
17721,Paula Fleming,F,11th,Cabrera High School,94,81
17722,Evan Kent,M,10th,Cabrera High School,94,81
17723,Maurice Conner,M,9th,Cabrera High School,94,81
17724,Dalton Oconnell,M,12th,Cabrera High School,94,81
17725,Brian King,M,10th,Cabrera High School,94,81
17726,Joseph Stone,M,10th,Cabrera High School,94,81
17727,Tiffany Terry,F,9th,Cabrera High School,94,81
17728,Pamela Moore,F,11th,Cabrera High School,94,81
17729,Amanda Smith,F,11th,Cabrera High School,94,81
17730,Travis Green,M,11th,Cabrera High School,94,81
17731,Daniel Tran,M,11th,Cabrera High School,94,81
17732,Katrina Robinson,F,11th,Cabrera High School,94,81
17733,Stephanie James,F,12th,Cabrera High School,94,81
17734,Jeffrey Warner,M,10th,Cabrera High School,94,81
17735,Emma Rios,F,11th,Cabrera High School,94,81
17736,Noah Harris,M,11th,Cabrera High School,94,81
17737,Michele Howard,F,9th,Cabrera High School,94,81
17738,Daniel Harris,M,10th,Cabrera High School,94,81
17739,Joseph Williams,M,11th,Cabrera High School,94,81
17740,Stacey Wu,F,11th,Cabrera High School,94,81
17741,Stephen Lin,M,10th,Cabrera High School,93,81
17742,Brett Smith,M,11th,Cabrera High School,93,81
17743,Alexis Morrow,F,9th,Cabrera High School,93,81
17744,Kristen Cox,F,10th,Cabrera High School,93,81
17745,Mary Hernandez,F,11th,Cabrera High School,93,81
17746,Megan Watson,F,11th,Cabrera High School,93,81
17747,Carolyn Avila,F,10th,Cabrera High School,93,81
17748,Patricia Burton,F,9th,Cabrera High School,93,81
17749,Debra Luna,F,9th,Cabrera High School,93,81
17750,Kimberly Hernandez,F,12th,Cabrera High School,93,81
17751,Richard Wilson,M,12th,Cabrera High School,93,81
17752,Jamie Waters,F,11th,Cabrera High School,93,81
17753,Cody Bernard,M,10th,Cabrera High School,93,81
17754,Joseph Turner,M,10th,Cabrera High School,93,81
17755,Alexander Carlson,M,10th,Cabrera High School,93,81
17756,Leslie Brown,F,11th,Cabrera High School,93,81
17757,Jonathan Roth,M,10th,Cabrera High School,93,81
17758,Luke Tyler,M,10th,Cabrera High School,93,81
17759,Courtney Brown,F,11th,Cabrera High School,93,81
17760,James Moore,M,10th,Cabrera High School,93,81
17761,Denise Payne,F,12th,Cabrera High School,93,81
17762,Hannah Ortiz,F,9th,Cabrera High School,93,81
17763,Anthony Leon,M,9th,Cabrera High School,93,81
17764,Manuel Thomas,M,11th,Cabrera High School,93,81
17765,Lee Woods,M,12th,Cabrera High School,93,81
17766,Lauren Mason,F,9th,Cabrera High School,93,81
17767,Eric Stevenson,M,12th,Cabrera High School,93,81
17768,Karen Everett,F,9th,Cabrera High School,93,81
17769,Lance Alvarez,M,9th,Cabrera High School,93,81
17770,Michelle Bautista,F,11th,Cabrera High School,92,81
17771,Anthony Morgan,M,9th,Cabrera High School,92,81
17772,Brad Adams,M,10th,Cabrera High School,92,81
17773,Daniel Bass,M,9th,Cabrera High School,92,81
17774,Paul Ayers,M,12th,Cabrera High School,92,81
17775,Willie Payne,M,9th,Cabrera High School,92,81
17776,Richard Rodriguez,M,11th,Cabrera High School,92,81
17777,Linda Lopez,F,9th,Cabrera High School,92,81
17778,Kelly Hernandez,F,11th,Cabrera High School,92,81
17779,Jessica Mccoy,F,12th,Cabrera High School,92,81
17780,Emily Clark,F,9th,Cabrera High School,92,81
17781,Jerry Ayers,M,12th,Cabrera High School,92,81
17782,Jennifer Jordan,F,11th,Cabrera High School,92,81
17783,Cynthia Huffman,F,12th,Cabrera High School,92,81
17784,Jennifer Manning,F,9th,Cabrera High School,92,81
17785,Ashley Baird,F,10th,Cabrera High School,92,81
17786,Charles Daniels,M,12th,Cabrera High School,92,81
17787,Lisa Woodard,F,10th,Cabrera High School,92,81
17788,Savannah Fisher,F,10th,Cabrera High School,92,81
17789,Benjamin Aguirre,M,12th,Cabrera High School,92,81
17790,Alyssa Smith,F,9th,Cabrera High School,92,81
17791,Mrs. Brooke Campbell,F,12th,Cabrera High School,92,81
17792,Justin Marshall,M,9th,Cabrera High School,92,81
17793,Jennifer Brown,F,11th,Cabrera High School,92,81
17794,Nicholas Kennedy,M,12th,Cabrera High School,92,81
17795,Dawn Williams,F,11th,Cabrera High School,92,81
17796,Danielle Brown,F,10th,Cabrera High School,92,81
17797,Jeffrey Ayala,M,11th,Cabrera High School,92,81
17798,Kelly Reyes,F,10th,Cabrera High School,92,81
17799,Jamie Gibbs,F,11th,Cabrera High School,92,81
17800,Eric Holloway,M,11th,Cabrera High School,92,81
17801,Shannon Hill,F,10th,Cabrera High School,91,81
17802,Michael Munoz,M,11th,Cabrera High School,91,81
17803,John Huerta,M,12th,Cabrera High School,91,81
17804,Eric Brown,M,9th,Cabrera High School,91,81
17805,Christopher Morgan,M,11th,Cabrera High School,91,81
17806,Noah Perkins,M,11th,Cabrera High School,91,81
17807,Abigail Rodriguez,F,11th,Cabrera High School,91,81
17808,Dr. Karen Kelley,F,10th,Cabrera High School,91,81
17809,Michael Morales,M,10th,Cabrera High School,91,81
17810,Samantha Silva,F,9th,Cabrera High School,91,81
17811,Linda Campbell,F,9th,Cabrera High School,91,81
17812,William Smith,M,9th,Cabrera High School,91,81
17813,Jane Diaz,F,10th,Cabrera High School,91,81
17814,Kim Delacruz,F,11th,Cabrera High School,91,81
17815,Lynn Miller,F,11th,Cabrera High School,91,81
17816,Michelle Lloyd,F,10th,Cabrera High School,91,81
17817,Joshua Davis,M,9th,Cabrera High School,91,81
17818,Grace Willis,F,9th,Cabrera High School,91,81
17819,Mr. Jason Simmons,M,9th,Cabrera High School,91,81
17820,Shannon Mcguire,F,12th,Cabrera High School,91,81
17821,Katherine Olson,F,12th,Cabrera High School,91,81
17822,Sean Bishop,M,11th,Cabrera High School,91,81
17823,Karen Larson,F,10th,Cabrera High School,91,81
17824,Connor Walker,M,11th,Cabrera High School,91,81
17825,Suzanne Ruiz,F,9th,Cabrera High School,91,81
17826,Cassandra Ponce,F,11th,Cabrera High School,91,81
17827,Shawn Mendez,M,11th,Cabrera High School,91,81
17828,Barbara Benson,F,11th,Cabrera High School,91,81
17829,Alyssa Johnston,F,11th,Cabrera High School,90,81
17830,John Ray,M,9th,Cabrera High School,90,81
17831,Michelle Hawkins,F,9th,Cabrera High School,90,81
17832,Lisa Burgess,F,10th,Cabrera High School,90,81
17833,Mr. Larry Francis MD,M,10th,Cabrera High School,90,81
17834,Matthew Baldwin,M,11th,Cabrera High School,90,81
17835,Paul Campbell,M,10th,Cabrera High School,90,81
17836,Nathan Walker,M,10th,Cabrera High School,90,81
17837,Tonya Nelson,F,9th,Cabrera High School,90,81
17838,Melissa Carter,F,9th,Cabrera High School,90,81
17839,Brent Sanchez,M,12th,Cabrera High School,90,81
17840,Joe Castillo,M,10th,Cabrera High School,90,81
17841,Mr. Christopher Griffin,M,12th,Cabrera High School,90,81
17842,Jordan Goodman,M,10th,Cabrera High School,90,81
17843,Michael Smith,M,9th,Cabrera High School,90,81
17844,Ralph Martin,M,11th,Cabrera High School,90,81
17845,Jim Bonilla,M,10th,Cabrera High School,90,81
17846,Joseph Cooper,M,11th,Cabrera High School,90,81
17847,Heidi Hayes,F,9th,Cabrera High School,90,81
17848,Stephanie Potts,F,12th,Cabrera High School,90,81
17849,Desiree Benson,F,9th,Cabrera High School,90,81
17850,Barry Hudson,M,9th,Cabrera High School,90,81
17851,Sheila Hicks,F,10th,Cabrera High School,90,81
17852,Daniel Joseph,M,9th,Cabrera High School,90,81
17853,Shannon Campbell,F,10th,Cabrera High School,90,81
17854,Rachel Meyer,F,11th,Cabrera High School,90,81
17855,Anthony Foster,M,10th,Cabrera High School,90,81
17856,Michael Jacobs,M,12th,Cabrera High School,90,81
17857,Jacqueline Pruitt,F,9th,Cabrera High School,90,81
17858,Samuel Pena,M,12th,Cabrera High School,89,81
17859,James Duke,M,9th,Cabrera High School,89,81
17860,David Johnson,M,10th,Cabrera High School,89,81
17861,Daniel Mueller,M,9th,Cabrera High School,89,81
17862,Carol Matthews,F,10th,Cabrera High School,89,81
17863,Lisa Sanders,F,9th,Cabrera High School,89,81
17864,Kimberly Nguyen,F,12th,Cabrera High School,89,81
17865,Megan Oconnor,F,9th,Cabrera High School,89,81
17866,Sonya Roman,F,10th,Cabrera High School,89,81
17867,Debra Perez,F,10th,Cabrera High School,89,81
17868,Mr. Dean York,M,11th,Cabrera High School,89,81
17869,Brandi Swanson,F,12th,Cabrera High School,89,81
17870,Kim Faulkner,F,10th,Cabrera High School,89,81
17871,Blake Martin,M,9th,Bailey High School,89,81
17872,Kathryn Kane,F,12th,Bailey High School,89,81
17873,Richard Haas,M,11th,Bailey High School,89,81
17874,Frank Marsh,M,9th,Bailey High School,89,81
17875,Charles Goodman Jr.,M,9th,Bailey High School,89,81
17876,James Burton,M,11th,Bailey High School,89,81
17877,James Rogers,M,11th,Bailey High School,89,81
17878,Wendy Fox,F,12th,Bailey High School,89,81
17879,Lori Lambert,F,11th,Bailey High School,89,81
17880,Aaron Moyer,M,9th,Bailey High School,89,81
17881,Antonio Foster,M,10th,Bailey High School,89,81
17882,Michael Dean,M,9th,Bailey High School,89,81
17883,Robin Vega,F,9th,Bailey High School,89,81
17884,Stephanie Robbins,F,10th,Bailey High School,89,81
17885,Joseph Webster,M,11th,Bailey High School,89,81
17886,David Harper,M,10th,Bailey High School,89,81
17887,Michaela Morgan,F,10th,Bailey High School,89,81
17888,Jeffrey Sherman,M,12th,Bailey High School,88,81
17889,Zachary Williams,M,12th,Bailey High School,88,81
17890,Debra Owen,F,11th,Bailey High School,88,81
17891,Devin Phillips,M,12th,Bailey High School,88,81
17892,Kenneth Juarez,M,9th,Bailey High School,88,81
17893,Jennifer Martin,F,11th,Bailey High School,88,81
17894,Katie Ingram,F,11th,Bailey High School,88,81
17895,Laura Castillo,F,10th,Bailey High School,88,81
17896,Jessica Butler,F,12th,Bailey High School,88,81
17897,Daniel Thomas,M,12th,Bailey High School,88,81
17898,Alan Hall,M,12th,Bailey High School,88,81
17899,Robin Castillo,F,11th,Bailey High School,88,81
17900,Ashley Bowman,F,12th,Bailey High School,88,81
17901,Gerald Smith,M,9th,Bailey High School,88,81
17902,Justin Roberts,M,11th,Bailey High School,88,81
17903,David Hernandez,M,9th,Bailey High School,88,81
17904,Matthew Singh,M,9th,Bailey High School,88,81
17905,Francisco Hoffman,M,10th,Bailey High School,88,81
17906,Richard Duran,M,11th,Bailey High School,88,81
17907,Thomas Garcia,M,10th,Bailey High School,88,81
17908,Jessica Russell,F,12th,Bailey High School,88,81
17909,Bobby Kemp,M,11th,Bailey High School,88,81
17910,Caitlin Blake,F,10th,Bailey High School,88,81
17911,Jeffrey Murphy,M,10th,Bailey High School,88,81
17912,Jeremiah White,M,9th,Bailey High School,88,81
17913,Craig West,M,12th,Bailey High School,88,81
17914,Michael Huynh,M,12th,Bailey High School,88,81
17915,Andrea Cummings,F,11th,Bailey High School,88,81
17916,Walter Hernandez,M,10th,Bailey High School,88,81
17917,Johnny Rogers,M,10th,Bailey High School,88,81
17918,John Lopez,M,10th,Bailey High School,87,81
17919,Elizabeth Davis,F,11th,Bailey High School,87,81
17920,Lisa Aguilar,F,9th,Bailey High School,87,81
17921,Carolyn Robinson,F,11th,Bailey High School,87,81
17922,Danielle Harris,F,9th,Bailey High School,87,81
17923,Stacy Cordova,F,10th,Bailey High School,87,81
17924,Darren Fields,M,10th,Bailey High School,87,81
17925,Daniel Gonzalez,M,12th,Bailey High School,87,81
17926,Robert Cruz,M,10th,Bailey High School,87,81
17927,Christopher Booker,M,12th,Bailey High School,87,81
17928,Kristin Johnson,F,9th,Bailey High School,87,81
17929,Hayley Morales,F,11th,Bailey High School,87,81
17930,Kevin Martin,M,9th,Bailey High School,87,81
17931,Miss Erin Bradley DDS,F,10th,Bailey High School,87,81
17932,Natalie Bennett,F,10th,Bailey High School,87,81
17933,Kellie Matthews,F,11th,Bailey High School,87,81
17934,Anna Myers,F,9th,Bailey High School,87,81
17935,Teresa Vasquez,F,11th,Bailey High School,87,81
17936,Timothy Higgins,M,9th,Bailey High School,87,81
17937,Michael Casey,M,10th,Bailey High School,87,81
17938,Craig Holloway,M,12th,Bailey High School,87,81
17939,Anthony Ford,M,9th,Bailey High School,87,81
17940,Gerald Rodriguez,M,10th,Bailey High School,87,81
17941,Julie Davis,F,11th,Bailey High School,87,81
17942,Cody Lee,M,11th,Bailey High School,87,81
17943,Nicole Rose,F,9th,Bailey High School,87,81
17944,Anne Mccall,F,11th,Bailey High School,87,81
17945,Trevor Riggs,M,12th,Bailey High School,87,81
17946,Jordan Rose,M,12th,Bailey High School,87,81
17947,Steven Richardson,M,12th,Bailey High School,87,81
17948,Diana Costa,F,11th,Bailey High School,87,81
17949,Cathy Conner,F,10th,Bailey High School,87,81
17950,Christopher Hooper,M,12th,Bailey High School,87,81
17951,Michael Simon,M,11th,Bailey High School,87,81
17952,Barbara Jacobs,F,10th,Bailey High School,87,81
17953,Savannah Wallace,F,12th,Bailey High School,87,81
17954,Samuel Delacruz,M,11th,Bailey High School,87,81
17955,Diana Sosa,F,10th,Bailey High School,87,81
17956,Sara Martinez,F,10th,Bailey High School,87,81
17957,Michelle Thomas,F,12th,Bailey High School,87,81
17958,Gabriela Hughes,F,11th,Bailey High School,87,81
17959,Kathryn Rosario,F,10th,Bailey High School,86,81
17960,Christopher Long,M,9th,Bailey High School,86,81
17961,Mr. Michael Allen,M,9th,Bailey High School,86,81
17962,Erik Lambert,M,11th,Bailey High School,86,81
17963,Casey Jones,M,9th,Bailey High School,86,81
17964,Joseph Kelly,M,9th,Bailey High School,86,81
17965,Debra Brown,F,9th,Bailey High School,86,81
17966,Emma Watson,F,10th,Bailey High School,86,81
17967,Jacqueline Shea,F,9th,Bailey High School,86,81
17968,Sara Murphy,F,9th,Bailey High School,86,81
17969,Natalie Grant,F,9th,Bailey High School,86,81
17970,Catherine Brown,F,11th,Bailey High School,86,81
17971,Martin Crawford,M,11th,Bailey High School,86,81
17972,Courtney Torres,F,10th,Bailey High School,86,81
17973,Mary Martin,F,11th,Bailey High School,86,81
17974,Peter Miller,M,9th,Bailey High School,86,81
17975,Taylor Day,F,10th,Bailey High School,86,81
17976,David Cannon,M,9th,Bailey High School,86,81
17977,Roy Harrison,M,12th,Bailey High School,86,81
17978,Barbara Harris,F,10th,Bailey High School,86,81
17979,Kelly Romero MD,F,11th,Bailey High School,86,81
17980,Valerie May,F,9th,Bailey High School,86,81
17981,Gerald Gray,M,11th,Bailey High School,86,81
17982,Donald Craig,M,10th,Bailey High School,86,81
17983,April Fisher,F,9th,Bailey High School,86,81
17984,Lisa Lee,F,10th,Bailey High School,86,81
17985,Bradley Hunter,M,9th,Bailey High School,86,81
17986,Taylor Horton,F,10th,Bailey High School,86,81
17987,Kevin Huffman,M,12th,Bailey High School,86,81
17988,Erica Gould,F,11th,Bailey High School,85,81
17989,Anna Yang MD,F,11th,Bailey High School,85,81
17990,John Williamson,M,9th,Bailey High School,85,81
17991,Bruce Garcia,M,12th,Bailey High School,85,81
